Stock,Stock,Stock,Stock,Stock,Stock,Stock,Stock
AAPL,2017,8,15,160.660004,162.199997,160.139999,161.600006
AAPL,2017,8,16,161.940002,162.509995,160.149994,160.949997
AAPL,2017,8,17,160.520004,160.710007,157.839996,157.860001
AAPL,2017,8,18,157.860001,159.5,156.720001,157.5
AAPL,2017,8,21,157.5,157.889999,155.110001,157.210007
AAPL,2017,8,22,158.229996,160,158.020004,159.779999
AAPL,2017,8,23,159.070007,160.470001,158.880005,159.979996
AAPL,2017,8,24,160.429993,160.740005,158.550003,159.270004
AAPL,2017,8,25,159.649994,160.559998,159.270004,159.860001
AAPL,2017,8,28,160.139999,162,159.929993,161.470001
AAPL,2017,8,29,160.100006,163.119995,160,162.910004
AAPL,2017,8,30,163.800003,163.889999,162.610001,163.350006
AAPL,2017,8,31,163.639999,164.520004,163.479996,164
AAPL,2017,9,1,164.800003,164.940002,163.630005,164.050003
AAPL,2017,9,5,163.75,164.25,160.559998,162.080002
AAPL,2017,9,6,162.710007,162.990005,160.520004,161.910004
AAPL,2017,9,7,162.089996,162.240005,160.360001,161.259995
AAPL,2017,9,8,NaN,NaN,NaN,NaN
AAPL,2017,9,11,160.5,162.050003,159.889999,161.5
AAPL,2017,9,12,162.610001,163.960007,158.770004,160.860001
AAPL,2017,9,13,159.869995,159.960007,157.910004,159.649994
AAPL,2017,9,14,158.990005,159.399994,158.089996,158.279999
AAPL,2017,9,15,158.470001,160.970001,158,159.880005
AAPL,2017,9,18,160.110001,160.5,158,158.669998
AAPL,2017,9,19,159.509995,159.770004,158.440002,158.729996
AAPL,2017,9,20,157.899994,158.259995,153.830002,156.070007
AAPL,2017,9,21,155.800003,155.800003,152.75,153.389999
AAPL,2017,9,22,151.539993,152.270004,150.559998,151.889999
AAPL,2017,9,25,149.990005,151.830002,149.160004,150.550003
AAPL,2017,9,26,151.779999,153.919998,151.690002,153.139999
AAPL,2017,9,27,153.800003,154.720001,153.539993,154.229996
AAPL,2017,9,28,153.889999,154.279999,152.699997,153.279999
AAPL,2017,9,29,153.210007,154.130005,152,154.119995
AAPL,2017,10,2,154.259995,154.449997,152.720001,153.809998
AAPL,2017,10,3,154.009995,155.089996,153.910004,154.479996
AAPL,2017,10,4,153.630005,153.860001,152.460007,153.479996
AAPL,2017,10,5,154.179993,155.440002,154.050003,155.389999
AAPL,2017,10,6,154.970001,155.490005,154.559998,155.300003
AAPL,2017,10,9,155.809998,156.729996,155.490005,155.839996
AAPL,2017,10,10,156.059998,158,155.100006,155.899994
AAPL,2017,10,11,155.970001,156.979996,155.75,156.550003
AAPL,2017,10,12,156.350006,157.369995,155.729996,156
AAPL,2017,10,13,156.729996,157.279999,156.410004,156.990005
AAPL,2017,10,16,157.899994,160,157.649994,159.880005
AAPL,2017,10,17,159.779999,160.869995,159.229996,NaN
AAPL,2017,10,18,160.419998,160.710007,159.600006,159.759995
AAPL,2017,10,19,156.75,157.080002,155.020004,155.979996
AAPL,2017,10,20,156.610001,157.75,155.960007,156.25
AAPL,2017,10,23,156.889999,157.690002,155.5,156.169998
AAPL,2017,10,24,156.289993,157.419998,156.199997,157.100006
AAPL,2017,10,25,156.910004,157.550003,155.270004,156.410004
AAPL,2017,10,26,157.229996,157.830002,156.779999,157.410004
AAPL,2017,10,27,159.289993,163.600006,158.699997,163.050003
AAPL,2017,10,30,163.889999,168.070007,163.720001,NaN
AAPL,2017,10,31,167.899994,169.649994,166.940002,169.039993
AAPL,2017,11,1,169.869995,169.940002,165.610001,166.889999
AAPL,2017,11,2,166.600006,168.5,165.279999,168.110001
AAPL,2017,11,3,174,174.259995,171.119995,172.5
AAPL,2017,11,6,172.369995,174.990005,171.720001,174.25
AAPL,2017,11,7,173.910004,175.25,173.600006,174.809998
AAPL,2017,11,8,174.660004,176.240005,174.330002,176.240005
AAPL,2017,11,9,175.110001,176.100006,173.139999,175.880005
AAPL,2017,11,10,175.110001,175.380005,174.270004,174.669998
AAPL,2017,11,13,173.5,174.5,173.399994,173.970001
AAPL,2017,11,14,173.039993,173.479996,171.179993,171.339996
AAPL,2017,11,15,169.970001,170.320007,168.380005,169.080002
AAPL,2017,11,16,171.179993,171.869995,170.300003,171.100006
AAPL,2017,11,17,171.039993,171.389999,169.639999,170.149994
AAPL,2017,11,20,NaN,NaN,NaN,NaN
AAPL,2017,11,21,170.779999,173.699997,170.779999,173.139999
AAPL,2017,11,22,173.360001,175,173.050003,174.960007
AAPL,2017,11,24,175.100006,175.5,174.649994,174.970001
AAPL,2017,11,27,175.050003,175.080002,173.339996,174.089996
AAPL,2017,11,28,174.300003,174.869995,171.860001,173.070007
AAPL,2017,11,29,172.630005,172.919998,167.160004,169.479996
AAPL,2017,11,30,170.429993,172.139999,168.440002,171.850006
AAPL,2017,12,1,169.949997,171.669998,168.5,NaN
AAPL,2017,12,4,172.479996,172.619995,169.630005,169.800003
AAPL,2017,12,5,169.059998,171.520004,168.399994,169.639999
AAPL,2017,12,6,167.5,170.199997,166.460007,169.009995
AAPL,2017,12,7,169.029999,170.440002,168.910004,169.320007
AAPL,2017,12,8,170.490005,171,168.820007,169.369995
AAPL,2017,12,11,169.199997,172.889999,168.789993,172.669998
AAPL,2017,12,12,172.149994,172.389999,171.460007,171.699997
AAPL,2017,12,13,172.5,173.539993,172,172.270004
AAPL,2017,12,14,172.399994,173.130005,171.649994,172.220001
AAPL,2017,12,15,173.630005,174.169998,172.460007,173.970001
AAPL,2017,12,18,174.880005,177.199997,174.860001,176.419998
AAPL,2017,12,19,175.029999,175.389999,174.089996,174.539993
AAPL,2017,12,20,174.869995,175.419998,173.25,174.350006
AAPL,2017,12,21,174.169998,176.020004,174.100006,175.009995
AAPL,2017,12,22,174.679993,175.419998,174.5,175.009995
AAPL,2017,12,26,170.800003,171.470001,169.679993,170.570007
AAPL,2017,12,27,170.100006,170.779999,169.710007,NaN
AAPL,2017,12,28,171,171.850006,170.479996,171.080002
AAPL,2017,12,29,NaN,NaN,NaN,NaN
AAPL,2018,1,2,170.160004,172.300003,169.259995,172.259995
AAPL,2018,1,3,172.529999,174.550003,171.960007,172.229996
AAPL,2018,1,4,172.539993,173.470001,172.080002,173.029999
AAPL,2018,1,5,173.440002,175.369995,173.050003,175
AAPL,2018,1,8,174.350006,175.610001,173.929993,174.350006
AAPL,2018,1,9,174.550003,175.059998,173.410004,174.330002
AAPL,2018,1,10,173.160004,174.300003,173,174.289993
AAPL,2018,1,11,174.589996,175.490005,174.490005,175.279999
AAPL,2018,1,12,176.179993,177.360001,175.649994,177.089996
AAPL,2018,1,16,177.899994,179.389999,176.139999,176.190002
AAPL,2018,1,17,176.149994,179.25,175.070007,179.100006
AAPL,2018,1,18,179.369995,180.100006,178.25,179.259995
AAPL,2018,1,19,178.610001,179.580002,177.410004,178.460007
AAPL,2018,1,22,177.300003,177.779999,176.600006,177
AAPL,2018,1,23,177.300003,179.440002,176.820007,177.039993
AAPL,2018,1,24,177.25,177.300003,173.199997,174.220001
AAPL,2018,1,25,174.509995,174.949997,170.529999,171.110001
AAPL,2018,1,26,172,172,170.059998,171.509995
AAPL,2018,1,29,NaN,NaN,NaN,NaN
AAPL,2018,1,30,165.529999,167.369995,164.699997,166.970001
AAPL,2018,1,31,166.869995,168.440002,166.5,167.429993
AAPL,2018,2,1,167.169998,168.619995,166.759995,167.779999
AAPL,2018,2,2,166,166.800003,160.100006,160.5
AAPL,2018,2,5,159.100006,163.880005,156,156.490005
AAPL,2018,2,6,154.830002,163.720001,154,163.029999
AAPL,2018,2,7,163.089996,163.399994,159.070007,159.539993
AAPL,2018,2,8,160.289993,161,155.029999,155.149994
AAPL,2018,2,9,157.070007,157.889999,150.240005,NaN
AAPL,2018,2,12,158.5,163.889999,157.509995,162.710007
AAPL,2018,2,13,161.949997,164.75,161.649994,164.339996
AAPL,2018,2,14,163.039993,167.539993,162.880005,167.369995
AAPL,2018,2,15,169.789993,173.089996,169,172.990005
AAPL,2018,2,16,172.360001,174.820007,171.770004,172.429993
AAPL,2018,2,20,172.050003,174.259995,171.419998,171.850006
AAPL,2018,2,21,172.830002,174.119995,171.009995,171.070007
AAPL,2018,2,22,171.800003,173.949997,171.710007,172.5
AAPL,2018,2,23,173.669998,175.649994,173.539993,NaN
AAPL,2018,2,26,176.350006,179.389999,176.210007,178.970001
AAPL,2018,2,27,179.100006,180.479996,178.160004,178.389999
AAPL,2018,2,28,NaN,NaN,NaN,NaN
AAPL,2018,3,1,178.539993,179.779999,172.660004,175
AAPL,2018,3,2,172.800003,176.300003,172.449997,176.210007
AAPL,2018,3,5,175.210007,177.740005,174.520004,176.820007
AAPL,2018,3,6,177.910004,178.25,176.130005,176.669998
AAPL,2018,3,7,174.940002,175.850006,174.270004,175.029999
AAPL,2018,3,8,175.479996,177.119995,175.070007,NaN
AAPL,2018,3,9,177.960007,180,177.389999,179.979996
AAPL,2018,3,12,180.289993,182.389999,180.210007,181.720001
AAPL,2018,3,13,182.589996,183.5,179.240005,179.970001
AAPL,2018,3,14,180.320007,180.520004,177.809998,178.440002
AAPL,2018,3,15,178.5,180.240005,178.070007,178.649994
AAPL,2018,3,16,178.649994,179.119995,177.619995,178.020004
AAPL,2018,3,19,177.320007,177.470001,173.660004,175.300003
AAPL,2018,3,20,175.240005,176.800003,174.940002,175.240005
AAPL,2018,3,21,175.039993,175.089996,171.259995,171.270004
AAPL,2018,3,22,170,172.679993,168.600006,168.850006
AAPL,2018,3,23,168.389999,169.919998,164.940002,164.940002
AAPL,2018,3,26,NaN,NaN,NaN,NaN
AAPL,2018,3,27,173.679993,175.149994,166.919998,168.339996
AAPL,2018,3,28,167.25,170.020004,165.190002,166.479996
AAPL,2018,3,29,167.809998,171.75,166.899994,167.779999
AAPL,2018,4,2,166.639999,168.940002,164.470001,166.679993
AAPL,2018,4,3,167.639999,168.75,164.880005,168.389999
AAPL,2018,4,4,164.880005,172.009995,164.770004,171.610001
AAPL,2018,4,5,172.580002,174.229996,172.080002,172.800003
AAPL,2018,4,6,170.970001,172.479996,168.199997,168.380005
AAPL,2018,4,9,169.880005,173.089996,169.850006,170.050003
AAPL,2018,4,10,173,174,171.529999,173.25
AAPL,2018,4,11,172.229996,173.919998,171.699997,NaN
AAPL,2018,4,12,173.410004,175,173.039993,174.139999
AAPL,2018,4,13,174.779999,175.839996,173.850006,174.729996
AAPL,2018,4,16,175.029999,176.190002,174.830002,175.820007
AAPL,2018,4,17,176.490005,178.940002,176.410004,178.240005
AAPL,2018,4,18,177.809998,178.820007,176.880005,177.839996
AAPL,2018,4,19,173.759995,175.389999,172.660004,172.800003
AAPL,2018,4,20,170.600006,171.220001,165.429993,165.720001
AAPL,2018,4,23,166.830002,166.919998,164.089996,165.240005
AAPL,2018,4,24,165.669998,166.330002,161.220001,162.940002
AAPL,2018,4,25,162.619995,165.419998,162.410004,163.649994
AAPL,2018,4,26,164.119995,165.729996,163.369995,164.220001
AAPL,2018,4,27,164,164.330002,160.630005,162.320007
AAPL,2018,4,30,162.130005,167.259995,161.839996,165.259995
AAPL,2018,5,1,NaN,NaN,NaN,NaN
AAPL,2018,5,2,175.229996,177.75,173.800003,176.570007
AAPL,2018,5,3,175.880005,177.5,174.440002,176.889999
AAPL,2018,5,4,178.25,184.25,178.169998,183.830002
AAPL,2018,5,7,185.179993,187.669998,184.75,185.160004
AAPL,2018,5,8,NaN,NaN,NaN,NaN
AAPL,2018,5,9,186.550003,187.399994,185.220001,187.360001
AAPL,2018,5,10,187.740005,190.369995,187.649994,190.039993
AAPL,2018,5,11,189.490005,190.059998,187.449997,188.589996
AAPL,2018,5,14,189.009995,189.529999,187.860001,188.149994
AAPL,2018,5,15,186.779999,187.070007,185.100006,186.440002
AAPL,2018,5,16,186.070007,188.460007,186,188.179993
AAPL,2018,5,17,188,188.910004,186.360001,186.990005
AAPL,2018,5,18,187.190002,187.809998,186.130005,186.309998
AAPL,2018,5,21,188,189.270004,186.910004,187.630005
AAPL,2018,5,22,188.380005,188.880005,186.779999,187.160004
AAPL,2018,5,23,186.350006,188.5,185.759995,188.360001
AAPL,2018,5,24,188.770004,188.839996,186.210007,188.149994
AAPL,2018,5,25,188.229996,189.649994,187.649994,188.580002
AAPL,2018,5,29,NaN,NaN,NaN,NaN
AAPL,2018,5,30,187.720001,188,186.779999,187.5
AAPL,2018,5,31,NaN,NaN,NaN,NaN
AAPL,2018,6,1,187.990005,190.259995,187.75,190.240005
AAPL,2018,6,4,191.639999,193.419998,191.350006,191.830002
AAPL,2018,6,5,193.070007,193.940002,192.360001,193.309998
AAPL,2018,6,6,193.630005,194.080002,191.919998,193.979996
AAPL,2018,6,7,194.139999,194.199997,192.339996,193.460007
AAPL,2018,6,8,191.169998,192,189.770004,191.699997
AAPL,2018,6,11,191.350006,191.970001,190.210007,191.229996
AAPL,2018,6,12,191.389999,192.610001,191.149994,192.279999
AAPL,2018,6,13,192.419998,192.880005,190.440002,190.699997
AAPL,2018,6,14,191.550003,191.570007,190.220001,190.800003
AAPL,2018,6,15,190.029999,190.160004,188.259995,188.839996
AAPL,2018,6,18,187.880005,189.220001,187.199997,188.740005
AAPL,2018,6,19,185.139999,186.330002,183.449997,185.690002
AAPL,2018,6,20,186.350006,187.199997,185.729996,186.5
AAPL,2018,6,21,187.25,188.350006,184.940002,185.460007
AAPL,2018,6,22,186.119995,186.149994,184.699997,184.919998
AAPL,2018,6,25,183.399994,184.919998,180.729996,182.169998
AAPL,2018,6,26,182.990005,186.529999,182.539993,184.429993
AAPL,2018,6,27,185.229996,187.279999,184.029999,184.160004
AAPL,2018,6,28,184.100006,186.210007,183.800003,185.5
AAPL,2018,6,29,186.289993,187.190002,182.910004,185.110001
AAPL,2018,7,2,183.820007,187.300003,183.419998,187.179993
AAPL,2018,7,3,187.789993,187.949997,183.539993,183.919998
AAPL,2018,7,5,185.259995,186.410004,184.279999,185.399994
AAPL,2018,7,6,NaN,NaN,NaN,NaN
AAPL,2018,7,9,189.5,190.679993,189.300003,190.580002
AAPL,2018,7,10,190.710007,191.279999,190.179993,190.350006
AAPL,2018,7,11,NaN,NaN,NaN,NaN
AAPL,2018,7,12,189.529999,191.410004,189.309998,NaN
AAPL,2018,7,13,191.080002,191.839996,190.899994,191.330002
AAPL,2018,7,16,191.520004,192.649994,190.419998,190.910004
AAPL,2018,7,17,189.75,191.869995,189.199997,191.449997
AAPL,2018,7,18,191.779999,191.800003,189.929993,190.399994
AAPL,2018,7,19,189.690002,192.550003,189.690002,191.880005
AAPL,2018,7,20,191.779999,192.429993,190.169998,191.440002
AAPL,2018,7,23,190.679993,191.960007,189.559998,191.610001
AAPL,2018,7,24,192.449997,193.660004,192.050003,193
AAPL,2018,7,25,193.059998,194.850006,192.429993,194.820007
AAPL,2018,7,26,194.610001,195.960007,193.610001,194.210007
AAPL,2018,7,27,194.990005,195.190002,190.100006,190.979996
AAPL,2018,7,30,NaN,NaN,NaN,NaN
AAPL,2018,7,31,190.300003,192.139999,189.339996,190.289993
AAPL,2018,8,1,199.130005,201.759995,197.309998,201.5
AAPL,2018,8,2,200.580002,208.380005,200.350006,207.389999
AAPL,2018,8,3,207.029999,208.740005,205.479996,207.990005
AAPL,2018,8,6,208,209.25,207.070007,209.070007
AAPL,2018,8,7,209.320007,209.5,206.759995,207.110001
AAPL,2018,8,8,206.050003,207.809998,204.520004,207.25
AAPL,2018,8,9,207.279999,209.779999,207.199997,208.880005
AAPL,2018,8,10,207.360001,209.100006,206.669998,207.529999
AAPL,2018,8,13,207.699997,210.949997,207.699997,208.869995
AAPL,2018,8,14,210.160004,210.559998,208.259995,209.75
AAPL,2018,8,15,209.220001,210.740005,208.330002,210.240005
AAPL,2018,8,16,211.75,213.809998,211.470001,213.320007
AAPL,2018,8,17,213.440002,217.949997,213.160004,217.580002
AAPL,2018,8,20,218.100006,219.179993,215.110001,215.460007
AAPL,2018,8,21,216.800003,217.190002,214.029999,215.039993
AAPL,2018,8,22,214.100006,216.360001,213.839996,215.050003
AAPL,2018,8,23,NaN,NaN,NaN,NaN
AAPL,2018,8,24,216.600006,216.899994,215.110001,216.160004
AAPL,2018,8,27,217.149994,218.740005,216.330002,217.940002
AAPL,2018,8,28,219.009995,220.539993,218.919998,219.699997
AAPL,2018,8,29,220.149994,223.490005,219.410004,222.979996
AAPL,2018,8,30,223.25,228.259995,222.399994,225.029999
AAPL,2018,8,31,226.509995,228.869995,226,227.630005
AAPL,2018,9,4,228.410004,229.179993,226.630005,228.360001
AAPL,2018,9,5,228.990005,229.669998,225.100006,226.869995
AAPL,2018,9,6,NaN,NaN,NaN,NaN
AAPL,2018,9,7,NaN,NaN,NaN,NaN
AAPL,2018,9,10,220.949997,221.850006,216.470001,218.330002
AAPL,2018,9,11,218.009995,224.300003,216.559998,223.850006
AAPL,2018,9,12,224.940002,225,219.839996,221.070007
AAPL,2018,9,13,223.520004,228.350006,222.570007,226.410004
AAPL,2018,9,14,225.75,226.839996,222.520004,223.839996
AAPL,2018,9,17,222.149994,222.949997,217.270004,217.880005
AAPL,2018,9,18,217.789993,221.850006,217.119995,218.240005
AAPL,2018,9,19,218.5,219.619995,215.300003,218.369995
AAPL,2018,9,20,220.240005,222.279999,219.149994,220.029999
AAPL,2018,9,21,220.779999,221.360001,217.289993,217.660004
AAPL,2018,9,24,216.820007,221.259995,216.630005,220.789993
AAPL,2018,9,25,219.75,222.820007,219.699997,222.190002
AAPL,2018,9,26,221,223.75,219.759995,220.419998
AAPL,2018,9,27,223.820007,226.440002,223.539993,224.949997
AAPL,2018,9,28,224.789993,225.839996,224.020004,225.740005
AAPL,2018,10,1,NaN,NaN,NaN,NaN
AAPL,2018,10,2,227.25,230,226.630005,229.279999
AAPL,2018,10,3,230.050003,233.470001,229.779999,232.070007
AAPL,2018,10,4,230.779999,232.350006,226.729996,227.990005
AAPL,2018,10,5,227.960007,228.410004,220.580002,224.289993
AAPL,2018,10,8,222.210007,224.800003,220.199997,223.770004
AAPL,2018,10,9,223.639999,227.270004,222.25,226.869995
AAPL,2018,10,10,225.460007,226.350006,216.050003,216.360001
AAPL,2018,10,11,214.520004,219.5,212.320007,214.449997
AAPL,2018,10,12,220.419998,222.880005,216.839996,222.110001
AAPL,2018,10,15,221.160004,221.830002,217.270004,217.360001
AAPL,2018,10,16,218.929993,222.990005,216.759995,222.149994
AAPL,2018,10,17,222.300003,222.639999,219.339996,221.190002
AAPL,2018,10,18,217.860001,219.740005,213,216.020004
AAPL,2018,10,19,218.059998,221.259995,217.429993,219.309998
AAPL,2018,10,22,219.789993,223.360001,218.940002,220.649994
AAPL,2018,10,23,215.830002,223.25,214.699997,222.729996
AAPL,2018,10,24,222.600006,224.229996,214.539993,215.089996
AAPL,2018,10,25,217.710007,221.380005,216.75,219.800003
AAPL,2018,10,26,215.899994,220.190002,212.669998,216.300003
AAPL,2018,10,29,219.190002,219.690002,206.089996,212.240005
AAPL,2018,10,30,211.149994,215.179993,209.270004,213.300003
AAPL,2018,10,31,216.880005,220.449997,216.619995,218.860001
AAPL,2018,11,1,219.050003,222.360001,216.809998,222.220001
AAPL,2018,11,2,209.550003,213.649994,205.429993,207.479996
AAPL,2018,11,5,204.300003,204.389999,198.169998,201.589996
AAPL,2018,11,6,201.919998,204.720001,201.690002,203.770004
AAPL,2018,11,7,205.970001,210.059998,204.130005,NaN
AAPL,2018,11,8,209.979996,210.119995,206.75,208.490005
AAPL,2018,11,9,205.550003,206.009995,202.25,204.470001
AAPL,2018,11,12,199,199.850006,193.789993,194.169998
AAPL,2018,11,13,191.630005,197.179993,191.449997,192.229996
AAPL,2018,11,14,193.899994,194.479996,185.929993,186.800003
AAPL,2018,11,15,188.389999,191.970001,186.899994,191.410004
AAPL,2018,11,16,190.5,194.970001,189.460007,193.529999
AAPL,2018,11,19,190,190.699997,184.990005,185.860001
AAPL,2018,11,20,178.369995,181.470001,175.509995,176.979996
AAPL,2018,11,21,179.729996,180.270004,176.550003,176.779999
AAPL,2018,11,23,174.940002,176.600006,172.100006,172.289993
AAPL,2018,11,26,174.240005,174.949997,170.259995,174.619995
AAPL,2018,11,27,171.509995,174.770004,170.880005,174.240005
AAPL,2018,11,28,176.729996,181.289993,174.929993,NaN
AAPL,2018,11,29,182.660004,182.800003,177.699997,179.550003
AAPL,2018,11,30,180.289993,180.330002,177.029999,178.580002
AAPL,2018,12,3,184.460007,184.940002,181.210007,184.820007
AAPL,2018,12,4,180.949997,182.389999,176.270004,176.690002
AAPL,2018,12,6,171.759995,174.779999,170.419998,174.720001
AAPL,2018,12,7,173.490005,174.490005,168.300003,168.490005
AAPL,2018,12,10,165,170.089996,163.330002,169.600006
AAPL,2018,12,11,171.660004,171.789993,167,168.630005
AAPL,2018,12,12,170.399994,171.919998,169.020004,169.100006
AAPL,2018,12,13,170.490005,172.570007,169.550003,170.949997
AAPL,2018,12,14,169,169.080002,165.279999,165.479996
AAPL,2018,12,17,165.449997,168.350006,162.729996,163.940002
AAPL,2018,12,18,165.380005,167.529999,164.389999,166.070007
AAPL,2018,12,19,166,167.449997,159.089996,160.889999
AAPL,2018,12,20,160.399994,162.110001,155.300003,NaN
AAPL,2018,12,21,156.860001,158.160004,149.630005,150.729996
AAPL,2018,12,24,148.149994,151.550003,146.589996,146.830002
AAPL,2018,12,26,148.300003,157.229996,146.720001,157.169998
AAPL,2018,12,27,155.839996,156.770004,150.070007,156.149994
AAPL,2018,12,28,157.5,158.520004,154.550003,156.229996
